;;;;;;;;;;;;;;;;
6;Nr sklepu;Miasto;Kod pocztowy;Ulica;;Data dostawy;Data monta?u;Nr zamówienia;CSP;Wykonawca;;Nr Maszyny;;;;
Brzeg;6308;Wroc?aw;54-019;Ul. ?redzka 32/36 [Paw?a Eluarda 20];;aura;24.10.2025;PO25/22269;B/386308000223;iweksw;;25104431;51,100000;17,033330;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Wojnicz;2712;Krynica Zdrój;33-380;Czarny potok 7;;aura;28.10.2025;PO25/21137;B/322712000125;mpad;;25104096;49,555327;20,747038;prefiks 3-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Ruda ?l?ska;7355;Cieszyn;43-400;Ul. Stawowa 78;;aura;13.10.2025;PO25/18137;B/317355000125;martin;;25104484;49,751330;18,632130;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Sieradz;2705;Zdu?ska Wola;98-220;D?uga 3;;aura;23.10.2025;PO25/19419;B/322705000125;elmak;;25104409;51,599150;18,939740;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Sieradz;7531;Opatówek;62-860;Ul. Kaliska 20;;aura;10.10.2025;PO25/18861;B/317531000123;elmak;;25104713;51,761000;18,091000;prefiks 3-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Lubartów;4918;Lubaczów;37-600;Stanis?awa D?bka 2D;;aura;04.11.2025;PO25/21614;B/324918000124;bakeryserwis;;25103944;50,046431;22,494464;prefiks 2-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Sosnowiec;5944;D?browa Górnicza;41-300;Majewskiego 314;;aura;04.11.2025;PO25/19422;B/325944000125;martin;;25104455;50,333940;19,204790;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Lubin;2127;Boles?awiec;59-700;Chrobrego 25/27;;aura;03.11.2025;PO25/15152;B/322127000125;iweksw;;25104383;51,264180;15,569700;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Brzeg;3226;Nowa Ruda;57-400;Pi?sudskiego 33a;;aura;31.10.2025;PO25/20697;B/323226000124;iweksw;;25103917;50,580080;16,501640;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Kraków;3088;Proszowice;32-100;ul.Kolejowa 13;;aura;03.11.2025;PO25/22333;B/323088000125;mpad;;25104367;50,049012;19,946243;prefiks 2-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Gorzów wlkp.;3037;Police;72-010;Przyja?ni 2;;aura;24.10.2025;PO25/19824;B/323037000125;leopienkowski;;25104303;53,552000;14,571000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Ruda Slaska;5741;Gliwice;44-121;?ab?dzka 26;;aura;sklep otwarty;PO25/23502;B/35RUDA000325;Martin;;25104804;50,297610;18,676580;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Ruda ?l?ska;2663;Strumie?;43-246;Ul. Mlynska 4;;aura;07.11.2025;PO25/21510;B/322663000125;martin;;25104833;51,107385;19,954520;prefiks 3-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Brzeg;2048;Zawadzkie;47-120;Opolska 61;;aura;07.11.2025;PO25/23822;B/322048000125;martin;;25103970;50,510700;18,300560;prefiks 3-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Brzeg;7799;Namys?ów;46-100;Ole?nicka 23;;aura;04.11.2025;PO25/23666;B/317799000125;iweksw;;25104819;51,075920;17,722840;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Sosnowiec;4796;D?browa Górnicza;41-300;Ul. M. Konopnickiej 50;;sklep otwarty;;PO25/26102;B/35SOSN000425;Grzegorz;;25104927;50,333940;19,204790;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Lubin;3675;Brzeg Dolny;56-120;Al. Jerozolimskie 37;;;17.11.2025;PO25/25828;B/323675000125;iweksw;;25104860;51,183587;17,441907;prefiks 2-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Brzeg;6130;Wroc?aw Renoma;50-024;?widnicka 40;;;;PO25/25821;B/326130000224;Grzegorz;;25105010;51,109000;17,032000;kod pocztowy / dzielnica du?ego miasta (szacunek);Szacunek wg prefiksu kodu pocztowego
Ruda ?l?ska;4597;Zabrze;41-807;al. Szcz??cie Ludwika 2A;;;;PO25/23126;B/35RUDA000325;Grzegorz;;25104773;50,324920;18,785760;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Gorzów wlkp.;5831;Szczecin;70-240;Ul. Narutowicza 11;;aura;20.11.2025;PO25/22758;B/325831000125;leopienkowski;;25103835;53,429000;14,553000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Wojnicz;2656;S?dziszów Ma?opolski;39-120;Ul. Weso?a 12a;;aura;20.11.2025;PO25/23553;B/322656000125;bakeryserwis;;25104278;50,070000;21,700000;ten sam kod pocztowy z innych rekordów arkusza;?rednia z rekordów w arkuszu
Gorzów wlkp.;7555;Police;72-010;Tanowska 18;;aura;01.11.2025;PO25/20737;B/317555000124;leopienkowski;;25104327;53,552000;14,571000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Sosnowiec;1537;D?browa Górnicza;41-300;Królowej Jadwigi 23;;;20.11.2025;PO25/22714;B/321537000125;Grzegorz;;25104785;50,333940;19,204790;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Wojnicz;5939;Gromnik;33-180;Krynicka 53;;aura;17.11.2025;PO25/18577;B/325939000125;mpad;;25103871;49,987186;21,001873;prefiks 3-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Lubin;7570;Jawor;59-400;Ul. Zembowice 32H 1;;;27.11.2025;PO25/16668;B/317570000125;iweksw;;25105051;51,051320;16,193470;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Warszawa;5903;Warszawa;02-699;Koprowskiego 2;;;25.11.2025;PO25/23738;B/315903000125;Grzegorz;;25105083;52,229770;21,011780;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Lubartów;3674;Zamo??;22-400;Ul. Wyszy?skiego 26;;;26.11.2025;PO25/24462;B/323674000125;mazurek;;25104956;50,723140;23,251960;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Sosnowiec;2028;Katowice;40-007;Ul. Uniwersytecka 12;;;;PO25/17659;B/322028000125;martin;;25105076;50,258410;19,027540;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Zielona Góra;3348;Zielona Góra;65-021;D?browskiego 1;;aura;17.11.2025;PO25/21301;B/323348000125;sas;;25104382;51,935480;15,506430;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Lubin;2052;?ary;68-200;Ul. Artylerzystów 4;;aura;17.11.2025;PO25/15181;B/322052000125;sas;;25103843;51,642050;15,137270;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Kraków;1663;?ary;34-500;Aleja 3 maja 9;;;12.01.2025;PO25/23471;B/321663000125;mpad;;25104839;51,642050;15,137270;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Gorzów wlkp.;7750;Nowy tomy?l;64-300;Celna 10 [Npark pasaz handlowy];;;28.11.2025;PO25/20724;B/317750000124;jwurst;;25104852;52,319500;16,128440;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Grudzi?dz;7638;Bydgoszcz;85-795;Andersa 61;;;01.12.2025;PO25/23400;B/317638000125;Grzegorz;;25105489;53,123500;18,007620;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Grudzi?dz;6111;Osie;86-150;Ul. Dworcowa 9D;;;01.12.2025;PO25/24297;B/326111000125;Grzegorz;;25105460;53,409530;18,447420;prefiks 3-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Wyszków;5555;Siedlce;08-110;Ul. Kleeberga 6;;;01.12.2025;PO25/24711;B/325555000125;Grzegorz;;25105759;52,167720;22,290060;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Warszawa;2352;Warszawa;02-123;Ul. Koroty?skiego 23;;;01.12.2025;PO25/27318;B/322352000125;Grzegorz;;25105476;52,229770;21,011780;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Olsztyn;2108;Dobre Miasto;11-040;Ul. Wojska Polskiego 20E/20F;;;05.12.2025;PO25/25873;B/322108000125;wizard;;25105442;53,986000;20,401000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Lubin;2274;Jawor;59-400;ul. Pi?sudskiego 7-8;;;26.11.2025;PO25/25798;B/322274000126;iweksw;;25104742;51,051320;16,193470;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Warszawa;5354;Warszawa;03-274;Ul.Kopijników 6;;;01.12.2025;PO25/26094;B/325354000126;Grzegorz;;25105259;52,229770;21,011780;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Warszawa;5367;Warszawa;04-305;?ó?kiewskiego 36;;;01.12.2025;PO25/25350;B/325367000123;Grzegorz;;25105760;52,229770;21,011780;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Warszawa;5161;Warszawa;00-024;Ul. Aleje Jerozolimskie 54;;;01.12.2025;PO25/25568;PO25/25568;Grzegorz;;25105245;52,229770;21,011780;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Kraków;1323;Kraków;31-229;Ul. Pacho?skiego 8;;;25.11.2025;PO25/24178;B/321323000125;mpad;;25104745;50,061430;19,936580;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Kostrzyn;7347;Pleszew;63-300;Ul. Armii Krajowej 30;;;27.11.2025;PO25/25597;B/317347000123;elmak;;25104766;51,896360;17,785490;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Lubin;7853;Szprotawa;67-300;Ul. Jana III Sobieskiego 70A;;;27.11.2025;PO25/16417;B/317853000224;jkoziol;;25105079;51,735402;15,902875;prefiks 2-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Olsztyn;1826;Gi?ycko;11-500;Kolejowa 24;;;24.11.2025;PO25/22998;B/321826000125;wizard;;25105001;54,038110;21,764410;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Gda?sk;1559;Gdynia;81-064;Ul. Chylonska 42A;;;27.11.2025;PO25/17520;B/321559000125;rekord8;;25105756;54,518890;18,531880;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Olsztyn;6017;Elbl?g;82-310;Ul. Grunwaldzka 2;;;04.12.2025;PO25/25202;B/326017000125;rekord8;;25105758;54,152200;19,408840;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Grudzi?dz;7533;Che?m?a;87-140;Ul. Ko?czewice 3a;;;04.12.2025;PO25/25322;B/317533000125;karol pozna?ski;;25105744;53,184630;18,604660;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Kostrzyn;1012;Pozna?;61-455;Ul. ?urawinowa 2;;;09.12.2025;PO25/25458;B/321012000125;jwurst;;25105755;52,406920;16,929930;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Sosnowiec;2919;Sosnowiec;41-200;Grota Roweckiego 20A;;;08.12.2025;PO25/22591;B/322919000125;martin;;25105104;50,287000;19,104000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Sosnowiec;2321;L?dziny;43-143;Ul. Ho?dunowska 18A;;;08.12.2025;PO25/24928;B/322321000126;martin;;25105134;50,142640;19,131490;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Kraków;3127;Jab?onka;34-480;Ul. Handlowa 1;;;12.12.2025;PO25/24200;B/323127000126;mpad;;25106055;49,895212;19,264320;prefiks 2-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Sieradz;3403;?ód?;93-610;Ul. Kolumny 127;;;21.11.2025;PO25/24832;B/313403000125;elmak;;25104800;51,770580;19,473950;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Brzeg;2369;Otmuchów;48-385;Sienkiewicza 5;;;28.11.2025;PO25/25464;B/322369000124;iweksw;;25104875;50,434092;17,346528;prefiks 3-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Mszczonów;6335;Kielce;25-784;Ul. Poleska 34;;;26.11.2025;PO25/27064;B/35MSZC000625;Grzegorz;;25104882;50,870330;20,627520;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Mszczonów;3421;Sohaczew;96-500;Ul. 15 Sierpnia 87;;;;PO25/27056;B/35MSZC000625;Grzegorz;;25104836;52,229440;20,238380;ten sam kod pocztowy z innych rekordów arkusza;?rednia z rekordów w arkuszu
Gorzów wlkp.;2134;Wronki;64-510;Ul. Mickiewicza 24;;;01.12.2025;PO25/25823;B/322134000225;jwurst;;25105380;52,412264;16,629791;prefiks 2-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Kostrzyn;5825;Zalasewo;62-020;Ul. Planetarna 18;;;01.12.2025;PO25/24302;B/325825000125;jwurst;;25105052;52,412890;17,085030;ten sam kod pocztowy z innych rekordów arkusza;?rednia z rekordów w arkuszu
Grudzi?dz;3842;Grudzi?dz;86-300;Ul. Astrowa 2;;;sklep otwarty;PO25/26180;B/35GRUD004225;karol pozna?ski;;25102059;53,484110;18,753660;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Brzeg;4163;Grodków;49-200;Ul. Sienkiewicza 45A;;;08.12.2025;PO25/26018;B/314163000126;iweksw;;25102587;50,860790;17,467400;fallback: miasto/baza z kolumny B;GeoNames / baza miast + korekty lokalne
Sosnowiec;3833;Zator;32-640;Ul. Juliusza S?owackiego 1;;;09.12.2025;PO25/21049;B/323833000124;martin;;25102450;50,034370;19,210370;prefiks 3-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Lubartów;7503;Lublin;20-400;Ul. Parysa 76e;;;10.12.2025;PO25/21917;B/317503000224;Grzegorz;;25102507;51,247000;22,568000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Grudzi?dz;3905;Bydgoszcz;85-791;Ul. Skar?y?skiego 6;;;;PO25/26314;B/35GRUD004225;Karol Pozna?ski;;25100763;53,123500;18,007620;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Olsztyn;3535;Pisz;12-200;Ul. Olszty?ska 2;;;12.12.2025;PO25/25485;B/323535000126;wizard;;25102452;53,627440;21,812530;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Olsztyn;5881;Orzysz;12-250;Ul. Mickiewicza 2a;;;12.12.2025;PO25/25086;B/325881000126;wizard;;25100654;53,627440;21,812530;prefiks 3-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Wojnicz;3717;Tarnów;33-100;Ul. Czerwona 1;;;08.12.2025;PO25/24521;B/323717000126;mpad;;25100191;50,013810;20,986980;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Wyszków;7626;?om?a;18-400;Ul. Browarna 23;;;15.12.2025;PO25/24252;B/317626000125;Zbyszek Marchocki;;25102019;53,178060;22,059350;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Ruda ?l?ska;2586;Ruda ?l?ska;41-712;Ul. Goduli 13;;;15.12.2025;PO25/25118;B/322586000125;martin;;25102506;50,258400;18,856320;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Ruda ?l?ska;6080;Ruda ?l?ska;41-700;Ul. Zabrza?ska 65;;;12.12.2025;PO25/15290;B/326080000125;martin;;25101843;50,258400;18,856320;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Kostrzyn;7885;?erniki;62-023;Ul. Gutenberga 1;;;12.12.2025;PO25/27161;B/317885000124;jwurst;;25100589;52,356141;16,911196;prefiks 3-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Warszawa;3211;Warszawa;01-355;Ul. Czumy 3;;;12.12.2025;PO25/25576;B/323211000125;Grzegorz;;25102497;52,229770;21,011780;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Sieradz;5138;?ód?;91-116;Ul.Traktorowa 52;;;15.12.2025;PO25/21577;B/325138000125;Maciek;;25105188;51,770580;19,473950;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Kraków;5857;S?omniki;32-090;Ul. Januszowice 83D;;;16.12.2025;PO25/22109;PO25/22109;mpad;;25105149;50,240000;20,083000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Sieradz;3777;?ód?;94-104;Obywatelska 137;;;15.12.2025;PO25/24819;B/323777000125;maciek;;25105239;51,770580;19,473950;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Sieradz;2593;Sieradz;98-200;Armii Krajowej 18a;;;15.12.2025;PO25/24493;B/322593000125;maciek;;25105258;51,595840;18,730230;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Koszalin;7662;Pi?a;64-920;Ul. Pilotów 2;;;12.12.2025;PO25/21078;B/317662000125;Karol;;25105363;53,151450;16,737820;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
7683;7683;Ko?obrzeg;78-100;Portowa 45;;;12.12.2025;PO25/21036;B/317683000125;KAMIL ?;;25105919;54,175650;15,583420;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Ruda Slaska;2792;Wodzis?aw ?l?ski;44-300;Kolejowa 28;;;11.12.2024;PO24/14127;B/382792000124;martin;;25101827;50,003000;18,472000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Warszawa;7407;Warszawa;00-124;Ul. Rondo ONZ 1;;;16.12.2025;PO25/27896;PO25/27896;Grzegorz;;25105140;52,229770;21,011780;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Warszawa;2552;Warszawa;01-318;Ul. Wyki 11b;;;16.12.2025;PO25/26463;B/322552000125;Grzegorz;;25105465;52,229770;21,011780;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Kostrzyn;6574;Pozna?;61-441;Ul. Samotna 1a;;;18.12.2025;PO25/27166;B/386574000120;Eltech;;25106354;52,406920;16,929930;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Lubin;7548;G?ogów;67-200;Ul. Sikorskiego;;;15.12.2025;PO25/28121;B/317548000125;SAS;;25105177;51,663610;16,084500;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Brzeg;7717;Wroc?aw;51-502;Ul. Mi?oszycka 50;;;10.12.2025;PO25/16571;B/317717000123;Wiesiek;29.12.2025;25105805;51,100000;17,033330;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
;4619;Lublin;;Abramowicka 10A;;;;PO25/28193;B/35LUBA000225;jarek;;25102505;51,247000;22,568000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Grudzi?dz;7478;Sztum;82-400;Sienkiewicza 15;;;11.12.2025;PO25/22212;B/317478000125;rekord8;;25102555;53,928022;19,040128;prefiks 2-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Grudzi?dz;2161;Kwidzy?;82-500;Ul. Warszawska 71;;;08.12.2025;PO25/25882;B/322161000125;rekord8;;25105382;53,724950;18,931140;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Gorzów Wlkp.;1446;Sulechów;66-100;Ul. Okr??na 14;;;02.10.2025;PO25/15025;B/321446000124;jkoziol;;25104065;52,083620;15,625130;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Wyszków;2364;?osice;08-200;Ul. Powstania Styczniowego 6;;;08.12.2025;PO25/24998;B/322364000225;Grzegorz;PO ZAMIANIE;25102081;51,972090;22,105954;prefiks 2-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Mszczonów;3450;Radom;26-606;Gajowa 27;;;27.11.2025;;;Grzegorz;;25105122;51,402530;21,147140;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Kraków;4847;Kraków;30-010;Ul. ?okietka 5;;;20.10.2025;PO25/13733;B/324847000124;mpad;;25104506;50,061430;19,936580;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Olsztyn;3055;Olsztyn;10-721;Ul. Towarowa 16;;;09.01.2026;PO25/26920;B/313055000425;Wizard;;25105740;53,778000;20,480000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Ruda Slaska;5602;Knurów;44-190;Dworcowa 64;;;08.01.2026;PO25/28825;B/35RUDA000325;Martin;;25106355;50,219710;18,650670;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Grudzi?dz;7535;Kutno;99-300;Ul. ??czycka 70;;;;PO25/29421;B/317435000124;elmak;;25106188;52,230640;19,364090;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Warszawa;5900;Warszawa;02-220;Ul. ?opusza?ska 22;;;26.01.2025;PO26/00562;B/325900000325;Grzegorz;;25106329;52,229770;21,011780;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Warszawa;5959;Raszyn;05-090;Ul. Sportowa 1;;;02.02.2026;PO26/01447;B/325959000126;Grzegorz;;25106162;52,313355;20,995695;prefiks 3-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Grudzi?dz;4657;Bydgoszcz;85-950;Ul. Nakielska 2;;;19.12.2025;PO25/28651;B/314657000126;Karol Pozna?ski;;25106398;53,123500;18,007620;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Gorzów Wlkp.;3885;Szczecin;71-524;Ul. Kad?ubka 42;;;;PO26/00136;B/35GORZ004025;leopienkowski;;25106378;53,429000;14,553000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Warszawa;3494;Lesznowola;05-506;Ul. S?oneczna 314A;;;09.02.2026;PO26/01446;B/323494000126;Grzegorz;;25106411;52,076900;21,070305;prefiks 3-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Wyszków;3047;Czarna Bia?ostocka;16-020;Ul. Fabryczna 4;;;16.02.2026;PO26/02827;B/323047000126;Totalgast;;20106318;53,922597;23,020206;prefiks 2-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Ruda ?l?ska;7623;Rydu?towy Bema;44-280;Bema 5;;;;PO26/01796;B/35RUDA000425;martin;;25106418;50,058570;18,417030;ten sam kod pocztowy z innych rekordów arkusza;?rednia z rekordów w arkuszu
Olsztyn;5988;W?gorzewo;11-600;Ul. Armii Krajowej 3A;;;19.02.2026;PO26/00487;B/325988000126;wizard;;25106151;54,082012;20,957733;prefiks 2-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Kraków;2968;Chmielnik;26-020;Ul. Kwiatowa 3;;;20.02.2026;PO25/27775;B/322968000126;mpad;;25106176;50,949000;20,252000;prefiks 3-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Gda?sk;5793;Reda;84-240;Ul. Pucka 5;;;19.02.2026;PO26/04097;B/325793000126;rekord8;;25106380;54,605280;18,347170;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Warszawa;3456;P?ochocin;05-860;Ul. D?uga 2A;;;23.02.2026;PO26/03353;B/323456000126;Grzegorz;;25106276;52,165048;20,793480;prefiks 3-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Grudzi?dz;5572;Toru?;87-100;Ul. Wary?skiego 13;;;;PO26/03081;B/325572000125;karol pozna?ski;;25106290;53,013750;18,598140;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Brzeg;2878;Bielawa;58-260;Ul. Wolno?ci 67;;;19.02.2026;PO26/02060;B/322878000125;iweksw;;25106222;50,690750;16,623000;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Kraków;6019;Kalwaria Zebrzydowska;34-130;Ul. Fabryczna 4;;;16.02.2026;PO25/27782;B/326019000126;mpad;;25106357;49,868675;19,415460;prefiks 3-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
